kanji,strokes,frequency,grade,jlpt,parts,radicals,on_readings,kun_readings,on_readings_compounds,kun_readings_compounds
襲,22,1130,junior high,N1,"{'亠': 'http:////jisho.org/search/%E4%BA%A0%20%23kanji', '月': 'http:////jisho.org/search/%E6%9C%88%20%23kanji', '立': 'http:////jisho.org/search/%E7%AB%8B%20%23kanji', '衣': 'http:////jisho.org/search/%E8%A1%A3%20%23kanji'}",{'衣 (衤)': 'clothes'},{'シュウ': 'http:////jisho.org/search/%E8%A5%B2%20%E3%81%97%E3%82%85%E3%81%86'},"{'おそ.う': 'http:////jisho.org/search/%E8%A5%B2%20%E3%81%8A%E3%81%9D%E3%81%86', 'かさ.ね': 'http:////jisho.org/search/%E8%A5%B2%20%E3%81%8B%E3%81%95%E3%81%AD'}","[""襲名  【シュウメイ】  succession to another's professional name"", '襲撃  【シュウゲキ】  attack, charge, raid', '奇襲  【キシュウ】  surprise attack', '強襲  【キョウシュウ】  assault, violent attack']","['襲う  【おそう】  to attack, to assail, to make an assault, to strike, to hunt down, to succeed (someone in a post, role, etc.), to make a sudden visit', ""重ね  【かさね】  pile, heap, layers (e.g. of clothing), set (e.g. of boxes), course (e.g. of stones), counter for things that are stacked, piled up (or layered, etc.), layers of clothing worn under one's overcoat, combination of colors created by layering of garments (colours)"", 'かさねの色目  【かさねのいろめ】  combination of colors created by layering of garments (colours)']"
十,2,8,grade 1,N5,{'十': 'http:////jisho.org/search/%E5%8D%81%20%23kanji'},"{'十': 'ten, complete'}","{'ジュウ': 'http:////jisho.org/search/%E5%8D%81%20%E3%81%98%E3%82%85%E3%81%86', 'ジッ': 'http:////jisho.org/search/%E5%8D%81%20%E3%81%98%E3%81%A3', 'ジュッ': 'http:////jisho.org/search/%E5%8D%81%20%E3%81%98%E3%82%85%E3%81%A3'}","{'とお': 'http:////jisho.org/search/%E5%8D%81%20%E3%81%A8%E3%81%8A', 'と': 'http:////jisho.org/search/%E5%8D%81%20%E3%81%A8'}","['十  【ジュウ】  ten', ""十一  【ジュウイチ】  eleven, 11, jack (playing card), Hodgson's hawk-cuckoo (Cuculus fugax), Horsfield's hawk cuckoo"", '９０  【キュウジュウ】  ninety, 90', '明日の百より今日の五十  【アスノヒャクヨリキョウノゴジュウ】  a bird in the hand is worth two in the bush, fifty today is better than a hundred tomorrow', '十種競技  【ジッシュキョウギ】  decathlon', '十指  【ジッシ】  the ten fingers', '十指  【ジッシ】  the ten fingers', '十回  【ジッカイ】  ten times']","['十  【じゅう】  ten', '十日  【とおか】  the tenth day of the month, ten days', '十  【じゅう】  ten', '十日  【とおか】  the tenth day of the month, ten days']"
汁,5,1843,junior high,N1,"{'十': 'http:////jisho.org/search/%E5%8D%81%20%23kanji', '汁': 'http:////jisho.org/search/%E6%B1%81%20%23kanji'}","{'水 (氵, 氺)': 'water'}",{'ジュウ': 'http:////jisho.org/search/%E6%B1%81%20%E3%81%98%E3%82%85%E3%81%86'},"{'しる': 'http:////jisho.org/search/%E6%B1%81%20%E3%81%97%E3%82%8B', '-しる': 'http:////jisho.org/search/%E6%B1%81%20%E3%81%97%E3%82%8B', 'つゆ': 'http:////jisho.org/search/%E6%B1%81%20%E3%81%A4%E3%82%86'}","['汁液  【ジュウエキ】  juice', '果汁  【カジュウ】  fruit juice', '胆汁  【タンジュウ】  bile, gall']","['汁  【しる】  juice, sap, soup, broth, (dipping) sauce', '汁気  【しるけ】  juice', '魚汁  【いしる】  fish sauce made of salted and fermented sardines, mackerel, or squid, a specialty of the Noto Peninsula of Ishikawa Prefecture', '藍汁  【あいしる】  mixture of lime and fermented indigo leaves after the indigo dye has precipitated from the leaves (byproduct in the process of creating indigo dye)', '汁  【しる】  juice, sap, soup, broth, (dipping) sauce', '汁だく  【つゆだく】  soupy, containing more broth or sauce than usual (of gyudon, etc.)', 'お汁  【おつゆ】  broth, soup (esp. miso soup)', '天つゆ  【てんつゆ】  thin dipping sauce for tempura']"
充,6,949,junior high,N1,"{'亠': 'http:////jisho.org/search/%E4%BA%A0%20%23kanji', '儿': 'http:////jisho.org/search/%E5%84%BF%20%23kanji', '厶': 'http:////jisho.org/search/%E5%8E%B6%20%23kanji'}",{'儿': 'legs'},{'ジュウ': 'http:////jisho.org/search/%E5%85%85%20%E3%81%98%E3%82%85%E3%81%86'},"{'あ.てる': 'http:////jisho.org/search/%E5%85%85%20%E3%81%82%E3%81%A6%E3%82%8B', 'み.たす': 'http:////jisho.org/search/%E5%85%85%20%E3%81%BF%E3%81%9F%E3%81%99'}","['充足  【ジュウソク】  sufficiency', '充実  【ジュウジツ】  fullness, completion, perfection, substantiality, enhancement, improvement, enrichment, upgrading, replenishment, repletion', 'リア充  【リアジュウ】  person who is satisfied with their real (offline) life, normie', '事業拡充  【ジギョウカクジュウ】  business expansion']","['充てる  【あてる】  to assign, to set aside', ""満たす  【みたす】  to satisfy (conditions, one's appetite, etc.), to meet (e.g. demands), to fulfill, to gratify, to fill (e.g. a cup), to pack, to supply""]"
住,7,270,grade 3,N4,"{'丶': 'http:////jisho.org/search/%E4%B8%B6%20%23kanji', '化': 'http:////jisho.org/search/%E5%8C%96%20%23kanji', '王': 'http:////jisho.org/search/%E7%8E%8B%20%23kanji'}","{'人 (亻)': 'man, human'}","{'ジュウ': 'http:////jisho.org/search/%E4%BD%8F%20%E3%81%98%E3%82%85%E3%81%86', 'ヂュウ': 'http:////jisho.org/search/%E4%BD%8F%20%E3%81%A2%E3%82%85%E3%81%86', 'チュウ': 'http:////jisho.org/search/%E4%BD%8F%20%E3%81%A1%E3%82%85%E3%81%86'}","{'す.む': 'http:////jisho.org/search/%E4%BD%8F%20%E3%81%99%E3%82%80', 'す.まう': 'http:////jisho.org/search/%E4%BD%8F%20%E3%81%99%E3%81%BE%E3%81%86', '-ず.まい': 'http:////jisho.org/search/%E4%BD%8F%20%E3%81%9A%E3%81%BE%E3%81%84'}","['住  【ジュウ】  dwelling, living', '住まい  【スマイ】  dwelling, house, residence, address', '先住  【センジュウ】  original inhabitant, aboriginal, previous priest', ""安住  【アンジュウ】  living in peace, being content with one's present position""]","['住む  【すむ】  to live (of humans), to reside, to inhabit, to dwell, to abide', '住まう  【すまう】  to live, to reside, to inhabit']"
柔,9,1187,junior high,N2,"{'マ': 'http:////jisho.org/search/%E3%83%9E%20%23kanji', '木': 'http:////jisho.org/search/%E6%9C%A8%20%23kanji', '矛': 'http:////jisho.org/search/%E7%9F%9B%20%23kanji'}",{'木': 'tree'},"{'ジュウ': 'http:////jisho.org/search/%E6%9F%94%20%E3%81%98%E3%82%85%E3%81%86', 'ニュウ': 'http:////jisho.org/search/%E6%9F%94%20%E3%81%AB%E3%82%85%E3%81%86'}","{'やわ.らか': 'http:////jisho.org/search/%E6%9F%94%20%E3%82%84%E3%82%8F%E3%82%89%E3%81%8B', 'やわ.らかい': 'http:////jisho.org/search/%E6%9F%94%20%E3%82%84%E3%82%8F%E3%82%89%E3%81%8B%E3%81%84', 'やわ': 'http:////jisho.org/search/%E6%9F%94%20%E3%82%84%E3%82%8F', 'やわ.ら': 'http:////jisho.org/search/%E6%9F%94%20%E3%82%84%E3%82%8F%E3%82%89'}","['柔  【ジュウ】  softness, gentleness, weakness', '柔道  【ジュウドウ】  judo', '内剛外柔  【ナイゴウガイジュウ】  gentle on the outside but tough on the inside, an iron hand in a velvet glove', '外剛内柔  【ガイゴウナイジュウ】  being tough on the outside but soft at heart, a faint-hearted person pretending to be brave', '柔和  【ニュウワ】  gentle, mild, meek, tender', '柔弱  【ニュウジャク】  weakness, effeminacy, enervation']","['柔らか  【やわらか】  soft, tender, limp, subdued (colour or light) (color), gentle, meek', '柔らかい  【やわらかい】  soft, tender, pliant, supple, limber, limp, gentle, mild, mellow, informal, light, flexible (e.g. thinking)', '柔らかい  【やわらかい】  soft, tender, pliant, supple, limber, limp, gentle, mild, mellow, informal, light, flexible (e.g. thinking)', '柔らかい文章  【やわらかいぶんしょう】  informal style', '柔  【やわ】  soft, fragile, weak, poorly built, insubstantial', '柔ら  【やわら】  judo, jujutsu', '柔ら  【やわら】  judo, jujutsu', '柔らか  【やわらか】  soft, tender, limp, subdued (colour or light) (color), gentle, meek']"
重,9,193,grade 3,N4,"{'一': 'http:////jisho.org/search/%E4%B8%80%20%23kanji', '｜': 'http:////jisho.org/search/%EF%BD%9C%20%23kanji', 'ノ': 'http:////jisho.org/search/%E3%83%8E%20%23kanji', '日': 'http:////jisho.org/search/%E6%97%A5%20%23kanji', '里': 'http:////jisho.org/search/%E9%87%8C%20%23kanji'}","{'里': 'village, mile'}","{'ジュウ': 'http:////jisho.org/search/%E9%87%8D%20%E3%81%98%E3%82%85%E3%81%86', 'チョウ': 'http:////jisho.org/search/%E9%87%8D%20%E3%81%A1%E3%82%87%E3%81%86'}","{'え': 'http:////jisho.org/search/%E9%87%8D%20%E3%81%88', 'おも.い': 'http:////jisho.org/search/%E9%87%8D%20%E3%81%8A%E3%82%82%E3%81%84', 'おも.り': 'http:////jisho.org/search/%E9%87%8D%20%E3%81%8A%E3%82%82%E3%82%8A', 'おも.なう': 'http:////jisho.org/search/%E9%87%8D%20%E3%81%8A%E3%82%82%E3%81%AA%E3%81%86', 'かさ.ねる': 'http:////jisho.org/search/%E9%87%8D%20%E3%81%8B%E3%81%95%E3%81%AD%E3%82%8B', 'かさ.なる': 'http:////jisho.org/search/%E9%87%8D%20%E3%81%8B%E3%81%95%E3%81%AA%E3%82%8B', 'おも': 'http:////jisho.org/search/%E9%87%8D%20%E3%81%8A%E3%82%82'}","['重  【ジュウ】  jūbako, multi-tiered food box, heavy, serious, extreme, -fold, -ply', '重圧  【ジュウアツ】  strong pressure, heavy pressure', '多重  【タジュウ】  multiple, multiplex', '加重  【カジュウ】  weighting (in averaging), aggravation', '重複  【チョウフク】  duplication, repetition, overlapping, redundancy, restoration', '重厚  【ジュウコウ】  profound, deep, grave, solid, dignified, stately, solemn, massive, composed', '加重  【カジュウ】  weighting (in averaging), aggravation', '軽重  【ケイジュウ】  relative weight, lightness and heaviness, relative importance, gravity']","['重  【え】  -fold, -ply', '三重  【さんじゅう】  triple, treble, threefold, three-ply, triplicate', '九重  【ここのえ】  ninefold, imperial palace, the Court', '重い  【おもい】  heavy, weighty, heavy (feeling), depressed, gloomy, blue, uneasy, slow, sluggish, lumbering, ponderous, clumsy, important (position, responsibility, etc.), serious, grave, serious (punishment, illness, etc.), severe, critical, solid, established, dignified, sensible', ""重い腰を上げる  【おもいこしをあげる】  to get off one's backside, to bestir oneself"", '重り  【おもり】  weight, sinker (fishing)', '重ねる  【かさねる】  to pile up, to heap up, to stack up, to put on top of another, to repeat many times over, to go through repeatedly, to accumulate', '重なる  【かさなる】  to be piled up, to lie on top of one another, to come one after another, to happen over and over, to pile up (e.g. stress), to accumulate, to overlap (each other), to occur at the same time, to happen simultaneously', '主  【おも】  chief, main, principal, important, main secondary or supporting role (in kyogen)', '重き  【おもき】  importance, emphasis, stress', '身重  【みおも】  pregnant', '気重  【きおも】  heavy-hearted']"
従,10,601,grade 6,N1,"{'并': 'http:////jisho.org/search/%E5%B9%B6%20%23kanji', '彳': 'http:////jisho.org/search/%E5%BD%B3%20%23kanji', '疋': 'http:////jisho.org/search/%E7%96%8B%20%23kanji'}",{'彳': 'step'},"{'ジュウ': 'http:////jisho.org/search/%E5%BE%93%20%E3%81%98%E3%82%85%E3%81%86', 'ショウ': 'http:////jisho.org/search/%E5%BE%93%20%E3%81%97%E3%82%87%E3%81%86', 'ジュ': 'http:////jisho.org/search/%E5%BE%93%20%E3%81%98%E3%82%85'}","{'したが.う': 'http:////jisho.org/search/%E5%BE%93%20%E3%81%97%E3%81%9F%E3%81%8C%E3%81%86', 'したが.える': 'http:////jisho.org/search/%E5%BE%93%20%E3%81%97%E3%81%9F%E3%81%8C%E3%81%88%E3%82%8B', 'より': 'http:////jisho.org/search/%E5%BE%93%20%E3%82%88%E3%82%8A'}","['従  【ジュウ】  subordinate, secondary, junior, incidental', '従業員  【ジュウギョウイン】  employee, worker', '専従  【センジュウ】  working exclusively for, working full-time (for)', '侍従  【ジジュウ】  chamberlain', '従容  【ショウヨウ】  calm, composed, tranquil', '従容自若  【ショウヨウジジャク】  having presence of mind, imperturbable, calm and self-possessed, with serenity', '追従  【ツイショウ】  flattery, sycophancy, adulation', '阿諛追従  【アユツイショウ】  excessive flattery, adulation', '従  【ジュ】  lesser (of equal court ranks), lower, junior', '従  【ジュウ】  subordinate, secondary, junior, incidental']","['従う  【したがう】  to obey (an order, law, etc.), to abide by (a rule, custom, etc.), to follow, to observe, to conform to, to yield to, to follow (a person), to accompany, to go with, to go alongside (e.g. a river), to follow (e.g. a sign), to serve (as), to engage in (work)', '従える  【したがえる】  to be accompanied by, to be attended by, to take along (someone), to conquer, to subjugate, to subdue']"
渋,11,1011,junior high,N1,"{'冫': 'http:////jisho.org/search/%E5%86%AB%20%23kanji', '汁': 'http:////jisho.org/search/%E6%B1%81%20%23kanji', '止': 'http:////jisho.org/search/%E6%AD%A2%20%23kanji'}","{'水 (氵, 氺)': 'water'}","{'ジュウ': 'http:////jisho.org/search/%E6%B8%8B%20%E3%81%98%E3%82%85%E3%81%86', 'シュウ': 'http:////jisho.org/search/%E6%B8%8B%20%E3%81%97%E3%82%85%E3%81%86'}","{'しぶ': 'http:////jisho.org/search/%E6%B8%8B%20%E3%81%97%E3%81%B6', 'しぶ.い': 'http:////jisho.org/search/%E6%B8%8B%20%E3%81%97%E3%81%B6%E3%81%84', 'しぶ.る': 'http:////jisho.org/search/%E6%B8%8B%20%E3%81%97%E3%81%B6%E3%82%8B'}","['渋滞  【ジュウタイ】  congestion (e.g. traffic), delay, stagnation', '渋面  【ジュウメン】  grimace, sullen face', '難渋  【ナンジュウ】  suffering, distress, difficulty, hardship, misery, being bogged down, hurdle', '晦渋  【カイジュウ】  ambiguous, obscure, equivocal']","['渋  【しぶ】  astringent (puckery) juice (of unripe persimmons)', '渋い  【しぶい】  astringent, bitter, puckery, rough, harsh, tart, austere, elegant (and unobtrusive), refined, quiet (and simple), sober, sombre, subdued, tasteful (in a quiet way), understated, sour (look), glum, grim, sullen, sulky, stingy, tight-fisted', '柿渋  【かきしぶ】  (astringent) persimmon juice', '鉄渋  【かなしぶ】  aqueous iron rust', '渋い  【しぶい】  astringent, bitter, puckery, rough, harsh, tart, austere, elegant (and unobtrusive), refined, quiet (and simple), sober, sombre, subdued, tasteful (in a quiet way), understated, sour (look), glum, grim, sullen, sulky, stingy, tight-fisted', '渋い顔をする  【しぶいかおをする】  to frown (on), to be grim-faced, to look sullen', '渋る  【しぶる】  to hesitate, to hold back, to balk, to falter, to be reluctant, to be unwilling, to begrudge, to have loose painful bowel movement, to suffer from tenesmus']"
銃,14,1013,junior high,N1,"{'亠': 'http:////jisho.org/search/%E4%BA%A0%20%23kanji', '儿': 'http:////jisho.org/search/%E5%84%BF%20%23kanji', '厶': 'http:////jisho.org/search/%E5%8E%B6%20%23kanji', '金': 'http:////jisho.org/search/%E9%87%91%20%23kanji'}","{'金 (釒)': 'metal, gold'}",{'ジュウ': 'http:////jisho.org/search/%E9%8A%83%20%E3%81%98%E3%82%85%E3%81%86'},{'つつ': 'http:////jisho.org/search/%E9%8A%83%20%E3%81%A4%E3%81%A4'},"['銃  【ジュウ】  gun, rifle, small arms', '銃器  【ジュウキ】  small arms', '短銃  【タンジュウ】  pistol, revolver', '小銃  【ショウジュウ】  rifle, small arms']",['捧げ銃  【ささげつつ】  presenting arms']
獣,16,1714,junior high,N1,"{'口': 'http:////jisho.org/search/%E5%8F%A3%20%23kanji', '尚': 'http:////jisho.org/search/%E5%B0%9A%20%23kanji', '犬': 'http:////jisho.org/search/%E7%8A%AC%20%23kanji', '田': 'http:////jisho.org/search/%E7%94%B0%20%23kanji'}",{'犬 (犭)': 'dog'},{'ジュウ': 'http:////jisho.org/search/%E7%8D%A3%20%E3%81%98%E3%82%85%E3%81%86'},"{'けもの': 'http:////jisho.org/search/%E7%8D%A3%20%E3%81%91%E3%82%82%E3%81%AE', 'けだもの': 'http:////jisho.org/search/%E7%8D%A3%20%E3%81%91%E3%81%A0%E3%82%82%E3%81%AE'}","['獣  【ケモノ】  beast, brute, animal', '獣医  【ジュウイ】  veterinarian, veterinary surgeon, vet', '鳥獣  【チョウジュウ】  birds and wild animals, wildlife', '海獣  【カイジュウ】  marine mammal']","['獣  【けもの】  beast, brute, animal', '獣の数字  【けもののすうじ】  Number of the Beast (i.e. 666)', '獣  【けもの】  beast, brute, animal']"
縦,16,1258,grade 6,N1,"{'并': 'http:////jisho.org/search/%E5%B9%B6%20%23kanji', '小': 'http:////jisho.org/search/%E5%B0%8F%20%23kanji', '幺': 'http:////jisho.org/search/%E5%B9%BA%20%23kanji', '彳': 'http:////jisho.org/search/%E5%BD%B3%20%23kanji', '疋': 'http:////jisho.org/search/%E7%96%8B%20%23kanji', '糸': 'http:////jisho.org/search/%E7%B3%B8%20%23kanji'}",{'糸 (糹)': 'silk'},{'ジュウ': 'http:////jisho.org/search/%E7%B8%A6%20%E3%81%98%E3%82%85%E3%81%86'},{'たて': 'http:////jisho.org/search/%E7%B8%A6%20%E3%81%9F%E3%81%A6'},"['縦断  【ジュウダン】  running through (north-south), cutting across, travelling across, cutting vertically, sectioning longitudinally', '縦横  【ジュウオウ】  length and width, length and breadth, lengthwise and crosswise, longitude and latitude, vertical and horizontal, four cardinal points, every direction, as one wishes, as one pleases, at will, warp and weft, warp and woof', '無線操縦  【ムセンソウジュウ】  radio-controlled (plane)', '自動操縦  【ジドウソウジュウ】  automatic pilot, autopilot, automatic control']","['縦  【たて】  the vertical, height, front-to-back, length, north-to-south, vertical (relationship), hierarchy, (weaving) warp', '縦横  【じゅうおう】  length and width, length and breadth, lengthwise and crosswise, longitude and latitude, vertical and horizontal, four cardinal points, every direction, as one wishes, as one pleases, at will, warp and weft, warp and woof']"
